#HOLE:,U1517A
65.2604,185.84695,-999.25.00000,1.6401,-999.25
65.4128,185.61479,-999.25.00000,1.6421,-999.25
65.5652,185.60684,-999.25.00000,1.6422,-999.25
65.7176,185.60684,-999.25.00000,1.6422,-999.25
65.8700,185.60684,-999.25.00000,1.6422,-999.25
66.0224,185.60684,-999.25.00000,1.6422,-999.25
66.1748,185.60684,-999.25.00000,1.6422,-999.25
66.3272,185.60684,-999.25.00000,1.6422,-999.25
66.4796,185.60684,-999.25.00000,1.6422,-999.25
66.6320,185.60684,-999.25.00000,1.6422,-999.25
66.7844,185.60684,-999.25.00000,1.6422,-999.25
66.9368,185.60684,-999.25.00000,1.6422,-999.25
67.0892,185.60684,-999.25.00000,1.6422,-999.25
67.2416,185.60684,-999.25.00000,1.6422,-999.25
67.3940,185.60684,-999.25.00000,1.6422,-999.25
67.5464,185.61481,-999.25.00000,1.6421,-999.25
67.6988,185.83907,-999.25.00000,1.6401,-999.25
67.8512,186.32202,-999.25.00000,1.6359,-999.25
68.0036,185.83904,-999.25.00000,1.6401,-999.25
68.1560,185.61481,-999.25.00000,1.6421,-999.25
68.3084,185.60684,-999.25.00000,1.6422,-999.25
68.4608,185.60684,-999.25.00000,1.6422,-999.25
68.6132,185.60684,-999.25.00000,1.6422,-999.25
68.7656,185.60684,-999.25.00000,1.6422,-999.25
68.9180,185.60684,-999.25.00000,1.6422,-999.25
69.0704,185.60684,-999.25.00000,1.6422,-999.25
69.2228,185.59886,-999.25.00000,1.6423,-999.25
69.3752,185.36664,-999.25.00000,1.6443,-999.25
69.5276,184.65149,-999.25.00000,1.6507,-999.25
69.6800,184.41933,-999.25.00000,1.6528,-999.25
69.8324,184.41139,-999.25.00000,1.6528,-999.25
69.9848,184.41139,-999.25.00000,1.6528,-999.25
70.1372,184.41139,-999.25.00000,1.6528,-999.25
70.2896,184.41139,-999.25.00000,1.6528,-999.25
70.4420,184.41139,-999.25.00000,1.6528,-999.25
70.5944,184.41934,-999.25.00000,1.6528,-999.25
70.7468,184.65147,-999.25.00000,1.6507,-999.25
70.8992,185.36676,-999.25.00000,1.6443,-999.25
71.0516,185.59891,-999.25.00000,1.6423,-999.25
71.2040,185.60684,-999.25.00000,1.6422,-999.25
71.3564,185.60684,-999.25.00000,1.6422,-999.25
71.5088,185.60684,-999.25.00000,1.6422,-999.25
71.6612,185.60684,-999.25.00000,1.6422,-999.25
71.8136,185.60684,-999.25.00000,1.6422,-999.25
71.9660,185.60684,-999.25.00000,1.6422,-999.25
72.1184,185.60684,-999.25.00000,1.6422,-999.25
72.2708,185.61479,-999.25.00000,1.6421,-999.25
72.4232,185.84695,-999.25.00000,1.6401,-999.25
72.5756,186.56207,-999.25.00000,1.6338,-999.25
72.7280,186.79433,-999.25.00000,1.6317,-999.25
72.8804,186.79431,-999.25.00000,1.6317,-999.25
73.0328,186.56206,-999.25.00000,1.6338,-999.25
73.1852,185.84695,-999.25.00000,1.6401,-999.25
73.3376,185.61479,-999.25.00000,1.6421,-999.25
73.4900,185.60684,-999.25.00000,1.6422,-999.25
73.6424,185.60684,-999.25.00000,1.6422,-999.25
73.7948,185.60684,-999.25.00000,1.6422,-999.25
73.9472,185.60684,-999.25.00000,1.6422,-999.25
74.0996,185.60684,-999.25.00000,1.6422,-999.25
74.2520,185.60684,-999.25.00000,1.6422,-999.25
74.4044,185.59889,-999.25.00000,1.6423,-999.25
74.5568,185.36674,-999.25.00000,1.6443,-999.25
74.7092,184.65164,-999.25.00000,1.6507,-999.25
74.8616,184.41135,-999.25.00000,1.6528,-999.25
75.0140,184.17114,-999.25.00000,1.6550,-999.25
75.1664,183.45604,-999.25.00000,1.6614,-999.25
75.3188,183.21590,-999.25.00000,1.6636,-999.25
75.4712,182.97574,-999.25.00000,1.6658,-999.25
75.6236,182.26059,-999.25.00000,1.6723,-999.25
75.7760,182.02840,-999.25.00000,1.6745,-999.25
75.9284,182.02045,-999.25.00000,1.6745,-999.25
76.0808,182.02045,-999.25.00000,1.6745,-999.25
76.2332,182.02045,-999.25.00000,1.6745,-999.25
76.3856,182.02045,-999.25.00000,1.6745,-999.25
76.5380,182.02045,-999.25.00000,1.6745,-999.25
76.6904,182.02045,-999.25.00000,1.6745,-999.25
76.8428,182.02045,-999.25.00000,1.6745,-999.25
76.9952,182.02045,-999.25.00000,1.6745,-999.25
77.1476,182.02045,-999.25.00000,1.6745,-999.25
77.3000,182.02045,-999.25.00000,1.6745,-999.25
77.4524,182.02045,-999.25.00000,1.6745,-999.25
77.6048,182.02045,-999.25.00000,1.6745,-999.25
77.7572,182.02045,-999.25.00000,1.6745,-999.25
77.9096,182.02840,-999.25.00000,1.6745,-999.25
78.0620,182.26056,-999.25.00000,1.6723,-999.25
78.2144,182.98364,-999.25.00000,1.6657,-999.25
78.3668,183.44804,-999.25.00000,1.6615,-999.25
78.5192,184.17113,-999.25.00000,1.6550,-999.25
78.6716,184.41142,-999.25.00000,1.6528,-999.25
78.8240,184.65164,-999.25.00000,1.6507,-999.25
78.9764,185.35876,-999.25.00000,1.6444,-999.25
79.1288,185.35870,-999.25.00000,1.6444,-999.25
79.2812,184.65149,-999.25.00000,1.6507,-999.25
79.4336,184.41933,-999.25.00000,1.6528,-999.25
79.5860,184.41139,-999.25.00000,1.6528,-999.25
79.7384,184.41139,-999.25.00000,1.6528,-999.25
79.8908,184.41139,-999.25.00000,1.6528,-999.25
80.0432,184.41139,-999.25.00000,1.6528,-999.25
80.1956,184.41139,-999.25.00000,1.6528,-999.25
80.3480,184.41139,-999.25.00000,1.6528,-999.25
80.5004,184.41139,-999.25.00000,1.6528,-999.25
80.6528,184.41939,-999.25.00000,1.6528,-999.25
80.8052,184.65164,-999.25.00000,1.6507,-999.25
80.9576,185.37473,-999.25.00000,1.6442,-999.25
81.1100,185.83913,-999.25.00000,1.6401,-999.25
81.2624,186.55423,-999.25.00000,1.6338,-999.25
81.4148,186.55420,-999.25.00000,1.6338,-999.25
81.5672,185.84698,-999.25.00000,1.6401,-999.25
81.7196,185.61479,-999.25.00000,1.6421,-999.25
81.8720,185.60684,-999.25.00000,1.6422,-999.25
82.0244,185.60684,-999.25.00000,1.6422,-999.25
82.1768,185.60684,-999.25.00000,1.6422,-999.25
82.3292,185.60684,-999.25.00000,1.6422,-999.25
82.4816,185.60684,-999.25.00000,1.6422,-999.25
82.6340,185.60684,-999.25.00000,1.6422,-999.25
82.7864,185.60684,-999.25.00000,1.6422,-999.25
82.9388,185.60684,-999.25.00000,1.6422,-999.25
83.0912,185.60684,-999.25.00000,1.6422,-999.25
83.2436,185.60684,-999.25.00000,1.6422,-999.25
83.3960,185.59889,-999.25.00000,1.6423,-999.25
83.5484,185.36671,-999.25.00000,1.6443,-999.25
83.7008,184.65154,-999.25.00000,1.6507,-999.25
83.8532,184.41141,-999.25.00000,1.6528,-999.25
84.0056,184.17128,-999.25.00000,1.6550,-999.25
84.1580,183.45616,-999.25.00000,1.6614,-999.25
84.3104,183.22389,-999.25.00000,1.6635,-999.25
84.4628,183.21593,-999.25.00000,1.6636,-999.25
84.6152,183.21593,-999.25.00000,1.6636,-999.25
84.7676,183.21593,-999.25.00000,1.6636,-999.25
84.9200,183.20795,-999.25.00000,1.6637,-999.25
85.0724,182.97572,-999.25.00000,1.6658,-999.25
85.2248,182.26057,-999.25.00000,1.6723,-999.25
85.3772,182.02045,-999.25.00000,1.6745,-999.25
85.5296,181.78030,-999.25.00000,1.6767,-999.25
85.6820,181.06516,-999.25.00000,1.6834,-999.25
85.8344,180.83295,-999.25.00000,1.6855,-999.25
85.9868,180.83293,-999.25.00000,1.6855,-999.25
86.1392,181.06509,-999.25.00000,1.6834,-999.25
86.2916,181.78020,-999.25.00000,1.6768,-999.25
86.4440,182.02051,-999.25.00000,1.6745,-999.25
86.5964,182.26866,-999.25.00000,1.6723,-999.25
86.7488,183.21605,-999.25.00000,1.6636,-999.25
86.9012,184.15535,-999.25.00000,1.6551,-999.25
87.0536,184.15530,-999.25.00000,1.6551,-999.25
87.2060,183.21588,-999.25.00000,1.6636,-999.25
87.3584,182.27649,-999.25.00000,1.6722,-999.25
87.5108,182.26854,-999.25.00000,1.6723,-999.25
87.6632,182.98369,-999.25.00000,1.6657,-999.25
87.8156,183.44012,-999.25.00000,1.6616,-999.25
87.9680,183.92310,-999.25.00000,1.6572,-999.25
88.1204,183.21603,-999.25.00000,1.6636,-999.25
88.2728,182.51674,-999.25.00000,1.6700,-999.25
88.4252,183.22404,-999.25.00000,1.6635,-999.25
88.5776,184.16333,-999.25.00000,1.6551,-999.25
88.7300,184.40343,-999.25.00000,1.6529,-999.25
88.8824,184.41139,-999.25.00000,1.6528,-999.25
89.0348,184.41139,-999.25.00000,1.6528,-999.25
89.1872,184.41139,-999.25.00000,1.6528,-999.25
89.3396,184.41934,-999.25.00000,1.6528,-999.25
89.4920,184.64357,-999.25.00000,1.6507,-999.25
89.6444,185.12654,-999.25.00000,1.6464,-999.25
89.7968,184.64362,-999.25.00000,1.6507,-999.25
89.9492,184.41936,-999.25.00000,1.6528,-999.25
90.1016,184.40346,-999.25.00000,1.6529,-999.25
90.2540,184.17130,-999.25.00000,1.6550,-999.25
90.4064,183.45602,-999.25.00000,1.6614,-999.25
90.5588,183.22386,-999.25.00000,1.6635,-999.25
90.7112,183.21593,-999.25.00000,1.6636,-999.25
90.8636,183.20796,-999.25.00000,1.6637,-999.25
91.0160,182.98370,-999.25.00000,1.6657,-999.25
91.1684,182.50073,-999.25.00000,1.6701,-999.25
91.3208,182.97577,-999.25.00000,1.6658,-999.25
91.4732,182.96783,-999.25.00000,1.6659,-999.25
91.6256,182.26064,-999.25.00000,1.6723,-999.25
91.7780,182.03636,-999.25.00000,1.6744,-999.25
91.9304,182.26848,-999.25.00000,1.6723,-999.25
92.0828,183.22372,-999.25.00000,1.6635,-999.25
92.2352,184.41115,-999.25.00000,1.6528,-999.25
92.3876,185.59108,-999.25.00000,1.6423,-999.25
92.5400,186.30603,-999.25.00000,1.6360,-999.25
92.6924,185.59879,-999.25.00000,1.6423,-999.25
92.8448,184.65149,-999.25.00000,1.6507,-999.25
92.9972,184.17119,-999.25.00000,1.6550,-999.25
93.1496,183.20796,-999.25.00000,1.6637,-999.25
93.3020,182.02841,-999.25.00000,1.6745,-999.25
93.4544,181.06516,-999.25.00000,1.6834,-999.25
93.6068,180.58488,-999.25.00000,1.6878,-999.25
93.7592,179.62167,-999.25.00000,1.6969,-999.25
93.9116,178.43423,-999.25.00000,1.7082,-999.25
94.0640,177.24675,-999.25.00000,1.7196,-999.25
94.2164,176.31448,-999.25.00000,1.7287,-999.25
94.3688,176.80058,-999.25.00000,1.7240,-999.25
94.5212,180.33220,-999.25.00000,1.6902,-999.25
94.6736,186.31393,-999.25.00000,1.6359,-999.25
94.8260,191.38501,-999.25.00000,1.5926,-999.25
94.9784,194.89079,-999.25.00000,1.5640,-999.25
95.1308,195.06264,-999.25.00000,1.5626,-999.25
95.2832,193.98074,-999.25.00000,1.5713,-999.25
95.4356,193.01186,-999.25.00000,1.5792,-999.25
95.5880,192.29146,-999.25.00000,1.5851,-999.25
95.7404,190.38890,-999.25.00000,1.6009,-999.25
95.8928,188.47830,-999.25.00000,1.6172,-999.25
96.0452,187.50177,-999.25.00000,1.6256,-999.25
96.1976,185.10196,-999.25.00000,1.6467,-999.25
96.3500,181.04860,-999.25.00000,1.6835,-999.25
96.5024,177.01384,-999.25.00000,1.7219,-999.25
96.6548,172.94084,-999.25.00000,1.7625,-999.25
96.8072,169.95331,-999.25.00000,1.7934,-999.25
96.9596,166.87480,-999.25.00000,1.8265,-999.25
97.1120,164.12833,-999.25.00000,1.8571,-999.25
97.2644,166.01813,-999.25.00000,1.8359,-999.25
97.4168,173.51970,-999.25.00000,1.7566,-999.25
97.5692,181.32666,-999.25.00000,1.6809,-999.25
97.7216,182.73123,-999.25.00000,1.6680,-999.25
97.8740,178.03577,-999.25.00000,1.7120,-999.25
98.0264,177.07646,-999.25.00000,1.7213,-999.25
98.1788,183.16849,-999.25.00000,1.6640,-999.25
98.3312,187.20401,-999.25.00000,1.6282,-999.25
98.4836,187.68585,-999.25.00000,1.6240,-999.25
98.6360,185.56140,-999.25.00000,1.6426,-999.25
98.7884,179.90120,-999.25.00000,1.6943,-999.25
98.9408,175.62894,-999.25.00000,1.7355,-999.25
99.0932,176.77423,-999.25.00000,1.7242,-999.25
99.2456,177.45641,-999.25.00000,1.7176,-999.25
99.3980,175.73399,-999.25.00000,1.7344,-999.25
99.5504,174.70895,-999.25.00000,1.7446,-999.25
99.7028,170.49831,-999.25.00000,1.7877,-999.25
99.8552,163.44955,-999.25.00000,1.8648,-999.25
100.0076,158.33659,-999.25.00000,1.9250,-999.25
100.1600,158.20938,-999.25.00000,1.9266,-999.25
100.3124,160.84146,-999.25.00000,1.8950,-999.25
100.4648,169.36740,-999.25.00000,1.7996,-999.25
100.6172,176.53383,-999.25.00000,1.7266,-999.25
100.7696,178.17123,-999.25.00000,1.7107,-999.25
100.9220,176.90439,-999.25.00000,1.7230,-999.25
101.0744,178.90350,-999.25.00000,1.7037,-999.25
101.2268,184.74971,-999.25.00000,1.6498,-999.25
101.3792,190.88547,-999.25.00000,1.5968,-999.25
101.5316,191.86322,-999.25.00000,1.5886,-999.25
101.6840,189.89694,-999.25.00000,1.6051,-999.25
101.8364,189.07812,-999.25.00000,1.6120,-999.25
101.9888,187.59198,-999.25.00000,1.6248,-999.25
102.1412,182.85645,-999.25.00000,1.6669,-999.25
102.2936,177.07539,-999.25.00000,1.7213,-999.25
102.4460,174.91063,-999.25.00000,1.7426,-999.25
102.5984,175.18303,-999.25.00000,1.7399,-999.25
102.7508,177.69656,-999.25.00000,1.7153,-999.25
102.9032,181.80266,-999.25.00000,1.6765,-999.25
103.0556,186.04730,-999.25.00000,1.6383,-999.25
103.2080,190.10339,-999.25.00000,1.6033,-999.25
103.3604,190.07707,-999.25.00000,1.6036,-999.25
103.5128,187.49394,-999.25.00000,1.6257,-999.25
103.6652,183.20860,-999.25.00000,1.6637,-999.25
103.8176,178.71471,-999.25.00000,1.7055,-999.25
103.9700,175.84000,-999.25.00000,1.7334,-999.25
104.1224,175.81891,-999.25.00000,1.7336,-999.25
104.2748,175.78699,-999.25.00000,1.7339,-999.25
104.4272,174.84758,-999.25.00000,1.7432,-999.25
104.5796,173.90027,-999.25.00000,1.7527,-999.25
104.7320,173.66814,-999.25.00000,1.7551,-999.25
104.8844,173.89235,-999.25.00000,1.7528,-999.25
105.0368,174.59958,-999.25.00000,1.7457,-999.25
105.1892,174.59959,-999.25.00000,1.7457,-999.25
105.3416,173.88446,-999.25.00000,1.7529,-999.25
105.4940,173.43599,-999.25.00000,1.7574,-999.25
105.6464,173.20895,-999.25.00000,1.7597,-999.25
105.7988,175.35933,-999.25.00000,1.7381,-999.25
105.9512,179.36606,-999.25.00000,1.6993,-999.25
106.1036,182.20763,-999.25.00000,1.6728,-999.25
106.2560,181.74033,-999.25.00000,1.6771,-999.25
106.4084,179.63730,-999.25.00000,1.6968,-999.25
106.5608,177.73474,-999.25.00000,1.7149,-999.25
106.7132,177.24655,-999.25.00000,1.7196,-999.25
106.8656,177.00641,811.61890,1.7220,0.3755
107.0180,176.54726,813.63428,1.7264,0.3746
107.1704,177.74263,823.48169,1.7148,0.3701
107.3228,180.58458,840.27051,1.6879,0.3627
107.4752,182.93576,855.77917,1.6662,0.3562
107.6276,183.67496,866.03357,1.6595,0.3519
107.7800,182.49301,872.13763,1.6702,0.3495
107.9324,182.02835,871.03284,1.6745,0.3499
108.0848,181.78020,870.26343,1.6768,0.3502
108.2372,181.05713,866.62769,1.6834,0.3517
108.3896,180.59273,863.55176,1.6878,0.3530
108.5420,179.87759,860.68018,1.6945,0.3541
108.6944,179.86966,860.21997,1.6946,0.3543
108.8468,180.34471,857.76111,1.6901,0.3553
108.9992,179.86171,853.37415,1.6946,0.3572
109.1516,179.63747,846.94513,1.6968,0.3599
109.3040,179.62952,840.69629,1.6968,0.3626
109.4564,179.62952,833.93646,1.6968,0.3655
109.6088,179.62952,830.42877,1.6968,0.3670
109.7612,179.62952,829.73340,1.6968,0.3673
109.9136,179.62952,826.39996,1.6968,0.3688
110.0660,179.62952,825.69061,1.6968,0.3691
110.2184,179.62952,827.59119,1.6968,0.3683
110.3708,179.63748,829.02936,1.6968,0.3677
110.5232,179.86172,828.69440,1.6946,0.3678
110.6756,180.34471,831.53113,1.6901,0.3666
110.8280,179.86171,834.01184,1.6946,0.3655
110.9804,179.63747,835.78943,1.6968,0.3647
111.1328,179.62952,834.66467,1.6968,0.3652
111.2852,179.62952,832.38171,1.6968,0.3662
111.4376,179.62158,826.19690,1.6969,0.3689
111.5900,179.38945,821.64301,1.6991,0.3710
111.7424,178.67415,820.61188,1.7059,0.3714
111.8948,178.43402,817.73999,1.7082,0.3727
112.0472,178.17647,816.11646,1.7107,0.3735
112.1996,176.93671,811.34546,1.7226,0.3757
112.3520,174.56592,801.82141,1.7460,0.3801
112.5044,171.78482,789.92560,1.7743,0.3859
112.6568,170.22562,776.96844,1.7906,0.3923
112.8092,172.97189,770.50970,1.7621,0.3956
112.9616,177.70544,775.76746,1.7152,0.3929
113.1140,180.77704,792.43451,1.6861,0.3846
113.2664,182.47942,807.98505,1.6703,0.3772
113.4188,182.24472,821.41577,1.6725,0.3711
113.5712,182.02049,831.90204,1.6745,0.3664
113.7236,181.78017,837.47772,1.6768,0.3639
113.8760,181.07307,838.61749,1.6833,0.3635
114.0284,181.07317,835.95514,1.6833,0.3646
114.1808,181.78033,834.90710,1.6767,0.3651
114.3332,182.01251,834.90509,1.6746,0.3651
114.4856,182.02045,833.27557,1.6745,0.3658
114.6380,182.02045,827.93134,1.6745,0.3681
114.7904,182.01250,825.00153,1.6746,0.3695
114.9428,181.78032,820.72101,1.6767,0.3714
115.0952,181.06520,815.27826,1.6834,0.3739
115.2476,180.83296,816.25934,1.6855,0.3734
115.4000,180.81703,817.89728,1.6857,0.3727
115.5524,180.58488,816.69525,1.6878,0.3732
115.7048,179.87759,816.57660,1.6945,0.3733
115.8572,179.87770,815.93793,1.6945,0.3736
116.0096,180.58488,817.27014,1.6878,0.3729
116.1620,180.80908,822.39349,1.6858,0.3706
116.3144,180.59276,824.73767,1.6878,0.3696
116.4668,180.12555,823.46332,1.6922,0.3701
116.6192,181.07666,824.79553,1.6833,0.3695
116.7716,182.95438,826.55212,1.6660,0.3688
116.9240,184.13504,827.26538,1.6553,0.3684
117.0764,183.91510,824.89423,1.6573,0.3695
117.2288,182.24493,824.36365,1.6725,0.3697
117.3812,180.59306,819.93701,1.6878,0.3717
117.5336,178.66664,812.85303,1.7060,0.3750
117.6860,177.01407,800.68896,1.7219,0.3807
117.8384,175.34380,785.51788,1.7383,0.3880
117.9908,175.10378,771.00079,1.7407,0.3953
118.1432,175.80302,754.80914,1.7338,0.4038
118.2956,176.02724,746.12476,1.7316,0.4085
118.4480,175.81094,745.88336,1.7337,0.4086
118.6004,175.32002,747.79266,1.7385,0.4076
118.7528,175.57080,748.11987,1.7361,0.4074
118.9052,175.08784,745.58301,1.7408,0.4088
119.0576,175.10370,746.79425,1.7407,0.4081
119.2100,176.02713,755.00531,1.7316,0.4037
119.3624,176.50223,760.47742,1.7269,0.4008
119.5148,175.08762,765.95221,1.7408,0.3979
119.6672,174.16441,764.98132,1.7501,0.3984
119.8196,175.10396,760.19263,1.7407,0.4010
119.9720,176.99861,757.53577,1.7220,0.4024
120.1244,178.42618,759.91479,1.7083,0.4011
120.2768,179.62161,765.60016,1.6969,0.3981
120.4292,180.57690,768.42194,1.6879,0.3967
120.5816,180.81705,772.77820,1.6857,0.3944
120.7340,180.82498,776.24109,1.6856,0.3927
120.8864,180.82498,778.71216,1.6856,0.3914
121.0388,180.81703,783.90839,1.6857,0.3888
121.1912,180.57693,795.67993,1.6879,0.3831
121.3436,179.62968,806.65961,1.6968,0.3779
121.4960,178.68211,816.77124,1.7058,0.3732
121.6484,178.44202,829.42792,1.7081,0.3675
121.8008,178.43405,836.38013,1.7082,0.3644
121.9532,178.43405,837.24579,1.7082,0.3641
122.1056,178.43405,839.43024,1.7082,0.3631
122.2580,178.43405,841.50806,1.7082,0.3622
122.4104,178.43405,838.84662,1.7082,0.3634
122.5628,178.44994,838.76086,1.7080,0.3634
122.7152,178.92224,842.42676,1.7035,0.3618
122.8676,180.58469,845.83093,1.6879,0.3604
123.0200,181.75633,848.02472,1.6770,0.3594
123.1724,181.77237,844.67395,1.6768,0.3608
123.3248,181.06526,840.12451,1.6834,0.3628
123.4772,180.82494,834.98773,1.6856,0.3650
123.6296,180.58473,828.64728,1.6879,0.3678
123.7820,179.86961,825.80908,1.6946,0.3691
123.9344,179.63745,822.85913,1.6968,0.3704
124.0868,179.62952,821.96179,1.6968,0.3708
124.2392,179.62952,817.06110,1.6968,0.3730
124.3916,179.62158,809.88110,1.6969,0.3764
124.5440,179.38147,801.34802,1.6992,0.3804
124.6964,178.42619,788.34680,1.7083,0.3866
124.8488,177.24667,781.55927,1.7196,0.3900
125.0012,176.30724,781.15466,1.7288,0.3902
125.1536,176.54329,781.83325,1.7265,0.3899
125.3060,178.31912,783.59296,1.7093,0.3890
125.4584,179.96005,783.68140,1.6937,0.3889
125.6108,180.20610,778.26410,1.6914,0.3916
125.7632,178.68608,777.49249,1.7058,0.3920
125.9156,177.99091,782.39166,1.7124,0.3896
126.0680,179.64552,792.08850,1.6967,0.3848
126.2204,181.75648,805.71533,1.6770,0.3783
126.3728,182.70384,816.41010,1.6683,0.3733
126.5252,181.77240,818.89203,1.6768,0.3722
126.6776,180.11786,817.47064,1.6922,0.3729
126.8300,179.64545,817.17462,1.6967,0.3730
126.9824,179.62952,819.53833,1.6968,0.3719
127.1348,179.62952,820.37988,1.6968,0.3715
127.2872,179.62952,818.58716,1.6968,0.3723
127.4396,179.62952,816.05365,1.6968,0.3735
127.5920,179.63750,815.90790,1.6968,0.3736
127.7444,179.86974,817.71802,1.6946,0.3727
127.8968,180.58487,817.93896,1.6878,0.3726
128.0492,180.81705,813.76697,1.6857,0.3746
128.2016,180.81703,811.95935,1.6857,0.3754
128.3540,180.57690,805.94598,1.6879,0.3782
128.5064,179.62958,797.64777,1.6968,0.3821
128.6588,178.68224,792.90070,1.7058,0.3844
128.8112,178.43410,787.81818,1.7082,0.3869
128.9636,178.18600,780.88251,1.7106,0.3903
129.1160,177.23877,772.62921,1.7197,0.3945
129.2684,176.28319,764.45453,1.7290,0.3987
129.4208,175.80286,755.20428,1.7338,0.4036
129.5732,174.84755,750.25525,1.7432,0.4063
129.7256,173.90027,743.16193,1.7527,0.4101
129.8780,173.66017,740.04999,1.7552,0.4119
130.0304,173.64426,731.67059,1.7553,0.4166
130.1828,173.39619,722.22052,1.7578,0.4220
130.3352,172.22461,715.40204,1.7698,0.4261
130.4876,170.81015,715.97028,1.7844,0.4257
130.6400,171.50931,717.76501,1.7772,0.4247
130.7924,172.93163,716.03900,1.7625,0.4257
130.9448,172.91318,715.92609,1.7627,0.4257
131.0972,173.21161,716.31244,1.7597,0.4255
131.2496,173.64195,715.14252,1.7553,0.4262
131.4020,176.02196,711.39203,1.7316,0.4285
131.5544,175.53880,705.17889,1.7364,0.4322
131.7068,173.44911,704.40076,1.7573,0.4327
131.8592,174.18826,709.56372,1.7498,0.4296
132.0116,177.47087,716.95496,1.7175,0.4251
132.1640,181.00427,725.57581,1.6839,0.4201
132.3164,180.99635,729.73962,1.6840,0.4177
132.4688,177.21504,734.82861,1.7199,0.4148
132.6212,172.71324,735.56384,1.7648,0.4144
